Category,Channel,Message
NORMAL,11,the UwU edition is 49.99 more
NORMAL,11,there are no women on the internet lol
NORMAL,11,there is a weird energy in this vc tonight
NORMAL,11,there used to be a guy named endo seem who used to say stuff like that
NORMAL,11,they like his nappy hair tho
NORMAL,11,they're asking if someone is in
NORMAL,11,think its open if you want to refresh your timer after this
NORMAL,11,THIS IS.... * open arms * LIMSA!
NORMAL,11,turtle limsa is hot & spicy
NORMAL,11,vibe check *kisses you cutely*
NORMAL,11,we are alive
NORMAL,11,"we don't, or atleast I don't"
NORMAL,11,we have enough jerks spamming
NORMAL,11,we kill Zodiark next expansion but get one shotted by the new zenos
NORMAL,11,WE're all alpha males here
NORMAL,11,we're all men here
NORMAL,11,we're watching you be idiots.
NORMAL,11,"What do you mean ""tonight""?"
NORMAL,11,"whatever you do, dont join a fc"
NORMAL,11,where do people fuck these days
NORMAL,11,Where do you get the new BLU red weapon?
NORMAL,11,Whereas I will have Culver's Concrete women.
NORMAL,11,Where's the best house?
NORMAL,11,Which FC is advertising today?
NORMAL,11,Which Ranger team is your favorite?
NORMAL,11,WHM looking for an invite
NORMAL,11,why
NORMAL,11,will he take an existing job or will he grab whichever of the new jobs is a DPS
NORMAL,11,"will pay 50k for tank to speed up queue timer, dm if interested"
NORMAL,11,WITH MY NEW EARS THE SOUND WAS SO LOUD THAT IT DAZED ME
NORMAL,11,WTT E(rotic) Roleplay for #GME
NORMAL,11,"xhill with the dual boxing, and let people play without dealing with your shit."
NORMAL,11,yeah it had like 18 concurent players in december
NORMAL,11,yeah should be at like 750
NORMAL,11,yes.
NORMAL,11,You are gamma.
NORMAL,11,You are wrong.
NORMAL,11,you cant be a greacous afker if you're posting right now
NORMAL,11,you had me at maids in pee chat.
NORMAL,11,You have lost your wife.
NORMAL,11,You will perish with Arby's women.
NORMAL,11,YOUR ALL BREATHTAKING
NORMAL,11,"Zuri JooneauxCactuar î»Limsa Lominsa Lower Decks ( 7.0  , 15.1 ). The clock starts now."
NORMAL,11," Looking for members.  healer Ul'dah - Steps of Nald ( 11.1  , 9.1 )"
NORMAL,11, Looking for Party 
NORMAL,11, The Blackest Night 
NORMAL,11, Hello & welcome all! Thank you for spending your time with us at Succubares Insomnium!  https://discord.gg/Chujpuv
NORMAL,14,Lets get our feet dirty
NORMAL,20,[FC]<Natsuko Izuki> my new years resolution is to not typo - (January 2016)
NORMAL,24,"""cannot purchase, item is sold by your own retainer"", awkward"
NORMAL,24,1 more
NORMAL,24,24th then?
NORMAL,24,7min until we take the FC picture!
NORMAL,24,"ah, time to see if they have any onions on the MB, just hit rank 13 with my chocobo…sometimes there isnt any on the MB"
NORMAL,24,Ahhh Percocets at the Holiday party
NORMAL,24,Also the basis of Cyberpunk was heavy metal/hard rock and they have wub wub LOL
NORMAL,24,And christmas week Auri'el and i are busy so it will likely be after that.
NORMAL,24,Anyone got Armorer at 80?
NORMAL,24,"anyone willing to help me with a treasure map monster(s)? current location is The Tempest ( 30.1  , 21.0 )."
NORMAL,24,at the beach
NORMAL,24,Been playing Cyberpunk 2077 now I want mantis blades ingame LOL
NORMAL,24,but pretty much unplayable on last gen
NORMAL,24,can we join  late?
NORMAL,24,Come on atlas
NORMAL,24,come on phantom bring it home!
NORMAL,24,Come to the beach for climbing!!!!!
NORMAL,24,come to the houseeeee
NORMAL,24,dang
NORMAL,24,date?
NORMAL,24,DC is lots and lots of street photography and monuments (aka postcards).
NORMAL,24,did the new relics come out or something?
NORMAL,24,Do we need a map or just jst defeat it
NORMAL,24,Don't play on console
NORMAL,24,Eos is the superior fairy
NORMAL,24,Eris..left the fc
NORMAL,24,even more chocobos
NORMAL,24,"forgot to leave a commendation, I forget this sometimes"
NORMAL,24,Free atm Bluu?
NORMAL,24,good news is now that I found it I think I can go to the next step in the relic chain early
NORMAL,24,Hello everyone :)
NORMAL,24,Hello FC
NORMAL,24,hopefully some patches fix up the optimization
NORMAL,24,How are you finding Cyberpunk?
NORMAL,24,how do you remove a waymark?
NORMAL,24,i didn't use that until wayyyyy into my play time lol
NORMAL,24,I do Serenity
NORMAL,24,I forget once a week
NORMAL,24,I have a 1070 and reduced
NORMAL,24,"I heard its... functional, on the next gen consoles"
NORMAL,24,I heard the bugs were pretty rough
NORMAL,24,i heard they are taking 2077 off the playstation store
NORMAL,24,I hope Ishgard housing happens someday
NORMAL,24,i put extra collectables in mine that were leftover from special deliveries... and then never turn them in
NORMAL,24,i see my frame counter droping by 20%...
NORMAL,24,"I stored important relic weapon mats in there like a year go, completely forgot about it, then lost my mind yesterday looking for them"
NORMAL,24,i think that's what i gotta do lol
NORMAL,24,I usually just dump random stuff in it LOL
NORMAL,24,If you want to be in the picture please come to the FC house!
NORMAL,24,I'm having some issues
NORMAL,24,i'm just wandering around
NORMAL,24,im looking at a naga trinity now to be honest
NORMAL,24,im on 3440 x 1440
NORMAL,24,It's only showing all the way up to the 24th D:
NORMAL,24,it's ripping my 3070 apart
NORMAL,24,just defeat it.
NORMAL,24,lol! i learn something new every time i log onto this game
NORMAL,24,"Look at your map for the little flag make sure the point is ""hand"" and do a right click mouse"
NORMAL,24,make 400 gil
NORMAL,24,make up for crummy or off looking 3D models
NORMAL,24,meet me outside fc house kuro
NORMAL,24,Meet you at the FC?
NORMAL,24,my inventory is always overflowing hehe
NORMAL,24,my retainer brought me back a Cashmere Poncho... glam it or sell for 5-700k? lol
NORMAL,24,Need to reduce the graphics for the 3070
NORMAL,24,night everyoneeeee
NORMAL,24,Noboru want me to come too you????
NORMAL,24,Not bad
NORMAL,24,Now I do want bunny girl mantis blades LOL
NORMAL,24,O__O you can set waypoints on the map?!
NORMAL,24,oh 1 more bluu is participating!
NORMAL,24,oh your wedding?
NORMAL,24,ohhhhhh those are the things i see in dungeons
NORMAL,24,okay Omni!!!! 7min before we start gathering for the FC picture at the FC house!
NORMAL,24,On the mini-map yep
NORMAL,24,ooh new RTJ single from cyberpunk 2077 is sick
NORMAL,24,Ouch
NORMAL,24,our lalas are superior
NORMAL,24,Our little matching panda pals xD
NORMAL,24,"Outdated one, and if you really want a poncho glam you get the grey one"
NORMAL,24,phone pic is in discord
NORMAL,24,picking a date is so harddddd
NORMAL,24,playing on pc?
NORMAL,24,please
NORMAL,24,Pudge is adorable!
NORMAL,24,Same.
NORMAL,24,Sell !
NORMAL,24,sell. there's a hippie out there somewhere who'll love it
NORMAL,24,Send a invite :)
NORMAL,24,So do we find out who our secret santa is or do we have to guess? :D
NORMAL,24,soak in our adorable-ness
NORMAL,24,Some of the music is actaully pretty good.  They were able to get the same artists who did the them for Shadowbringers
NORMAL,24,Super easy to make.  I can make you one right now Ignis if you need
NORMAL,24,tbh i dont see the diff btwn RT med and RT ultra
NORMAL,24,Thankfully all we need to snag still is some brandy for the egg nog and we shouldnt have to deal with anymore christmas rush
NORMAL,24,"that is a nice looking glam tho, i see why it sells so high lol"
NORMAL,24,That's what my retainers are for xD
NORMAL,24,"The a.i., more choices for a actual rpg LOL"
NORMAL,24,The game was really not designed for console at all
NORMAL,24,The reason I'm leveling crafting and gathering classes is for that set alone
NORMAL,24,There really isn't
NORMAL,24,They also need to fix more than that
NORMAL,24,They are.  I haven't had any myself
NORMAL,24,Thought you can do a left/right action.
NORMAL,24,"to place a waymark you can just type in ""/waymark"" select a spot."
NORMAL,24,wait time 5 mintues....almost 10 minutes. lol
NORMAL,24,Was gonna ask to have a decor made
NORMAL,24,Waymark keys should toggle it
NORMAL,24,waymark off/clear?
NORMAL,24,We are going to be picking a wedding date and 80 people in the fc can attend!
NORMAL,24,we're still looking
NORMAL,24,"what's our secret santa rules, can we tell people who we had?"
NORMAL,24,Why not Christmas?
NORMAL,24,Woohoo gratz :)
NORMAL,24,y'all ever just play this game for 400ish hours and then forget that the chocobo inventory exists
NORMAL,24,yeah ive nevwer used it
NORMAL,24,yeah you can.
NORMAL,24,Yeah!
NORMAL,24,Yep
NORMAL,24,Yep.  Arounf jan. Feb timeframe
NORMAL,24,You can guess what it is haha
NORMAL,27,"""spam"" is an understatement"
NORMAL,27,...Do they always decorate the ships in limsa during holidays or is this just a special case.
NORMAL,27,"and omg, fishing boat buddies!"
NORMAL,27,apple im surprised u didnt come
NORMAL,27,at least
NORMAL,27,come to limsa
NORMAL,27,Come to what?
NORMAL,27,dang fashion report markups
NORMAL,27,Enjoy the storyline.
NORMAL,27,Gg
NORMAL,27,haha
NORMAL,27,if it's a casual static
NORMAL,27,it is time to descend into sleep fellas gn gn
NORMAL,27,looking for some more folks to run unsynced Final Coil 2-4
NORMAL,27,More snow?
NORMAL,27,nevermind. looks like a multiboxer's alt accounts.
NORMAL,27,or 90
NORMAL,27,pretty sure they always do for starlight event
NORMAL,27,the basement is unfinished
NORMAL,27,the symmetrical upload from fiber is delicious
NORMAL,27,There are a lot more directions the story can take after we stabilize our shard
NORMAL,27,this game is absolutely going on for at least 5 more years
NORMAL,27,who didnt come to the event D:
NORMAL,27,"you know, I've never noticed that before"
NORMAL,29,Anri Valmet laughs at Kyoya Kazuki.
NORMAL,30,"As her husband, no"
NORMAL,30,check fc chat bro
NORMAL,30,DICKS OUT FOR OUR LORD HARAMBE!
NORMAL,30,How do you avoid doom in the new BLU stage?
NORMAL,30,I DID NOT MARRY A CATBOI
NORMAL,30,I MARRIED KAINE LAFORENZE THE AU RA NOT CATBOI
NORMAL,30,I NO LONGER GO BY THAT NAME NO MORE
NORMAL,30,join Vivian Infinity's party for e9s prog! looking for awesome melee DPS :D
NORMAL,30,May I also get a big hug from Goth Mom??
NORMAL,30,"PSA: If your SCH has Eos out, you need new scholar"
NORMAL,30,SANTA NYMS' last new year giveaway! join my pf to get a new year present and wishes in your mailbox!
NORMAL,30,"ShB A Rank train, onwards to our next mark! The Rak'tika Greatwood ( 26.1  , 23.8 )"
NORMAL,30,so brave
NORMAL,30,"Wedding starting at 3:00pm est, pst for an invite. You will get pets. pst"
NORMAL,30,WHere did all these people come from?
NORMAL,30,YES YIOU DID
NORMAL,102,you still afk
PHISH,13,"Quitting FFXIV, You're Invited To The Final Giveaway Of 850M Gil! Please Read The Rules And Location Of The Giveaway On The FFXIV Forum Post: https://www.squarenix.com-fj.ru/ffxiv/threads/7842918"
PHISH,13,"Quitting FFXIV, You're Invited To The Final Giveaway Of 850M Gil! Please Read The Rules And Location Of The Giveaway On The FFXIV Forum Post: https://www.squarenix.com-fj.ru/ffxiv/threads/7842918"
PHISH,13,"Quitting FFXIV, You're Invited To The Final Giveaway Of 850M Gil! Please Read The Rules And Location Of The Giveaway On The FFXIV Forum Post: https://www.squarenix.com-iy.ru/ffxiv/threads/6842918"
PHISH,13,"Square Enix Should Not Allow This Update At Such A Sensitive Time, Please Vote Against It On The FFXIV Forum Post Before They Ruin The Game: https://forum.finalfantasyxiv.com-se.ru/threads/417227"
PHISH,13,"Square Enix Should Not Allow This Update At Such A Sensitive Time, Please Vote Against It On The FFXIV Forum Post Before They Ruin The Game: https://forum.finalfantasyxiv.com-se.ru/threads/417227"
PHISH,13,"Square Enix Should Not Allow This Update At Such A Sensitive Time, Please Vote Against It On The FFXIV Forum Post Before They Ruin The Game: https://forum.finalfantasyxiv.com-se.ru/threads/417227"
PHISH,13,"We Only Need 19 More Votes To Get These Two New Class's Added To The Game, Please Help By Voting On The FFXIV Forum Post: https://www.squareenix.com-ib.pw/ffxiv/threads/8745219"
PHISH,13,"We Only Need 19 More Votes To Get These Two New Class's Added To The Game, Please Help By Voting On The FFXIV Forum Post: https://www.squareenix.com-ib.pw/ffxiv/threads/8745219"
PHISH,13,"You're Invited To Our 300M Raffle Giveaway Starting in 25Mins, Post A Number 1-30 On The FFXIV Forum Thread Or Help Others By Bumping The Post Just Once: https://forum.finalfantasyxiv.com-lj.me/threads/7464912"
PHISH,13,You're Invited To Our Clan's Final Giveaway Of 850M Gil Starting In 45Mins! Visit Our Discord For The Location Of The Giveaway: https://discord.gg/VtqY9tFyUb
PHISH,13,You're Invited To Our Clan's Final Giveaway Of 850M Gil Starting In 45Mins! Visit Our Discord For The Location Of The Giveaway: https://discord.gg/VtqY9tFyUb
PHISH,13,You're Invited To Our Clan's Final Giveaway Of 850M Gil Starting In 45Mins! Visit Our Discord For The Location Of The Giveaway: https://discord.gg/VtqY9tFyUb
RMT_C,0," We can run you through E9S-E12S/EX and give you loot. We'll also do your taxes! Plus we have a lawyer --- mith#0177 for more info"
RMT_C,0,[Helping] E9S-E12S! ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Mounts ❹ Blu ≫ Discord → ashlar#6021
RMT_C,0,"[LALAKUZA] Eden's Promise Savage i530/535 loot, BLU Morbol, UWU,UCOB,TEA Ultimates, Trials. Discord: Lalakuza#1157"
RMT_C,0,"[LALAKUZA] Eden's Promise Savage, BLU Morbol mount, UWU,UCOB,TEA Ultimate, Raids, Trials. Discord: Lalakuza#1157"
RMT_C,0,[RP][18+] Red Moon opens TONIGHT @9pm EST w/ SANTA + PRIMAL RAFFLE Jenova Lav Beds w23 p58 discord.gg/redmoon
RMT_C,0,[Viet Rice Farmers] is selling All Content :] Add on Discord Heyitsjowey#2703
RMT_C,0,[Viet Rice Farmers] is selling All Content Add on Discord Heyitsjowey#2703
RMT_C,0,{} Selling↓Cheapest ｢•Savages•Ultimates•Mounts•｣ Customer Satisfaction Guaranteed  Ui#1909
RMT_C,0,{} Selling↓Cheapest ｢•Savages•Ultimates•Mounts•｣ Customer Satisfaction Guaranteed  Ui#1909
RMT_C,0,{} Selling↓Cheapest ｢•Savages•Ultimates•Mounts•｣ Customer Satisfaction Guaranteed  Ui#1909
RMT_C,0,「 ❶Shot 」 WORLD #1 TEAMS ≪ ❶ Savage 一 ❷ Ultimate 一 ❸ Primal 一 ❹ Mentoring & Logs. ≫   Discord → Holy#0007
RMT_C,0,「 ❶Shot 」™ WORLD #1 TEAMS SALES ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Primals. ≫   Discord → Holy#0007
RMT_C,0,"「 MINMAXØ 」 SALES ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Mounts Etc. ≫ World #1 teams, instant delivery. Discord → azrael#6447"
RMT_C,0,「 MINMAXØ 」 Selling  ≪Savage --Ultimates--Mounts: GER/ENG.≫ Worlds #1 teams: Discord → stella#2179
RMT_C,0,｢ Selling ｣ ♥ Raids Trials Ultimates BLU ♥ Fast Delivery ♥ Price Match ♥ Discord→ Shion#5162
RMT_C,0,"「 Selling 」 Ultimates Eden(Loot,Books) and all old content |  All Primals& Old content  | » Discord: Tman#4795"
RMT_C,0,「  」™  den E9-E12s    ltimates    lu    ounts & More!  Efficient & Fast Delivery.  Discord  》  Leen#7773
RMT_C,0,「  」™ SALES   ≪ ❶ Eden Savages 一 ❷ Ultimates  一 ❸ Primals. ≫  World Fastest Teams. Discord → Holy#0007
RMT_C,0,「  」™ SALES   ≪ ❶ Eden Savages 一 ❷ Ultimates  一 ❸ Primals. ≫  World Fastest Teams. Discord → Holy#0007
RMT_C,0,「  」™ SALES   ≪ ❶ Eden Savages 一 ❷ Ultimates  一 ❸ Primals. ≫  World Fastest Teams. Discord → Holy#0007
RMT_C,0,「  」Service Eden E9-12S ― • Ucob/UwU/TEA ― • BLU ― • DR Savage # TEAM | Discord: yu#7494
RMT_C,0,「  」Service Eden E9-12S ― • Ucob/UwU/TEA ― • BLU ― • DR Savage # TEAM | Discord: yu#7494
RMT_C,0,「  」Service Eden E9-12S ― • Ucob/UwU/TEA ― • BLU ― • DR Savage # TEAM | Discord: yu#7494
RMT_C,0,「  」Service Eden Savage E9-12S ― • Ucob/UwU/TEA ― • Primals ― • BLU # TEAMS | Discord: ari#4896
RMT_C,0,"「  」™  Eden's Promise E9-12S, Ultimates, Primals, BLU Morbol!  World # TEAMS  Discord: ari#4896"
RMT_C,0,「  」 Eden Savage E9-12S ― • Ucob/UwU/TEA ― • Primals ― • BLU # TEAM | Discord: yu#7494
RMT_C,0,「  」 Eden Savage E9-12S ― • Ucob/UwU/TEA ― • Primals ― • BLU # TEAMS  | Discord: ari#4896
RMT_C,0,「  」 Eden Savage E9-12S ― • Ucob/UwU/TEA ― • Primals ― • BLU # TEAMS  | Discord: yu#7494
RMT_C,0,「 SHØ T 」 ≪ Eden Savage E9-12s • Ucob/UwU/TEA • Primals •  Mounts ≫ Fast & Reliable | Discord→ yu#7494
RMT_C,0,「 SHØ T 」Selling  ≪Savage-Ultimates-Delebrum Savage-Mounts-Mentoring-BLU≫ Worlds #1 teams: Discord → Silvia#6918
RMT_C,0,「 SHØ T 」Selling  ≪Savage-Ultimates-Delebrum Savage-Mounts-Mentoring-BLU≫ Worlds #1 teams: Discord → Silvia#6918
RMT_C,0,「 SHØ T 」Selling  ≪Savage-Ultimates-Delebrum Savage-Mounts-Mentoring-BLU≫ Worlds #1 teams: Discord → Silvia#6918
RMT_C,0,"「1stClass」™ New Blue!, Eden's Promise, Primals, Ultimates, All old content, Best Teams, Best Prices!Discord: Cid#7000"
RMT_C,0,"「1stClass」™Eden's Promise, E9-E12s, Primals, Ultimates, All old content, Best Teams, Best Help!Discord: Cid#7000"
RMT_C,0,"「1stClass」™Eden's Promise, NEW BLUE!, Primals, Ultimates, All old content, Best Teams, Best Helpers!Discord: Cid#7000"
RMT_C,0,"「1stClass」™Eden's Promise, NEW BLUE!, Primals, Ultimates, POTD/HOH, Delubrum Reginae Savage! Best Teams! Cid#7000"
RMT_C,0,「Best Prices」《 Emeral Weapon ★ Warrior of Light ★ Ultimates ★ Eden's  and more ★ Discord → Sakura San#8669♪
RMT_C,0,「Best Prices」《 Shiva Unreal ★ Warrior of Light ★ Ultimates ★ Eden's Verse i500/i505
RMT_C,0,"「BiS」Selling 》Sac EX, Unreal Shiva 》Savages, Ultimates 》Mounts & More | Price Match Guarantee | Discord→Present#0148"
RMT_C,0,"「BiS」Selling Eden's Promise | Price Match Guarantee | 》Savages, Ultimates, Trials, & More! Discord→Present#0148"
RMT_C,0,"「BiS」Selling Eden's Promise | Price Match Guarantee | 》Savages, Ultimates, Trials, & More! Discord→Present#0148"
RMT_C,0,「ＭＩＮ Ｍ ＡＸ Ø」 → Savage ※ Ultimates ※ Titles ※ Mounts ※ Coaching 一 【INSTANT DELIVERY】【DISCORD】 一 minmax#0001
RMT_C,0,「ＭＩＮ Ｍ ＡＸ Ø」 → Savage ※ Ultimates ※ Titles ※ Mounts ※ Coaching 一 【INSTANT DELIVERY】【DISCORD】 一 minmax#0001
RMT_C,0,「MinMaxØ」 Eden's Promise (Savage) - Ultimates - Primals - BLU - More!   Discord→Present#0148
RMT_C,0,"「MinmaxØ」 Offering any  →  →  → & more, Instant delivery. Discord→ Minmax#0001"
RMT_C,0,"「P R Ø 」Playerz » Eden's Promise 9S-12S, Ultimates, EX Mounts, New BLU ★ Best Teams & Reviews ★ Discord: Mei#5276"
RMT_C,0,"「P R Ø 」Playerz » Eden's Promise 9S-12S, Ultimates, EX Mounts, New BLU ★ Best Teams & Reviews ★ Discord: Mei#5276"
RMT_C,0,"「P R Ø 」Playerz. Selling» Eden's Promise 9S-12S, Ultimates, EX, BLU ★ Best Prices & Reviews ★ OFFICIAL Discord: Yuumi#7574"
RMT_C,0,"「P R Ø 」Playerz. Services» Eden's Promise 9S-12S, Ultimates, EX, BLU ★ Best Teams & Reviews ★ Discord: Yuumi#7574"
RMT_C,0,"「P R Ø」Original Team. Selling Eden 9S-12S, Ultimates, EX, BLU ★ Mounts & More ★ BEST prices | Discord: Yuumi#7574"
RMT_C,0,"「P R Ø」™Selling Eden's Promise E9-E12S, Primals, Ultimates, Loots & More ★ Best Prices ★ Discord: ProTeam#3991"
RMT_C,0,"「P R Ø」World Race Teams. Selling Eden 9S-12S, Ultimates, EX, BLU ★ Mounts & More ★ BEST prices | Discord: Yuumi#7574"
RMT_C,0,"「Restocker」Services 》TEA, BLU content, Eden Savage, Ultimates UwU & UCoB, Primals! Discord: Restocker#8778."
RMT_C,0,「 FlashØ」 ≪ ❶ Savages 一 ❷ Ultimates 一 ❸ Mounts 一 ❹ BLU 一 ❺ POTD/HOH 一 ❻ Coaching≫  Discord → azrael#1010
RMT_C,0,「 FlashØ」 → Savage ※ Ultimates ※ New BLU! ※ Primals ※ Coaching 一 【INSTANT DELIVERY】【DISCORD】 一 keqing#0001
RMT_C,0,「 MinMaxØ」 ≪ ❶ Savages 一 ❷ Ultimates 一 ❸ Mounts 一 ❹ BLU 一 ❺ Coaching≫  FAST DELIVERY! Discord → azrael#1010
RMT_C,0,「 MinMaxØ」 ≪ ❶ Savages 一 ❷ Ultimates 一 ❸ Mounts 一 ❹ BLU 一 ❺ Coaching≫ Fast Delivery! Discord → azrael#1010
RMT_C,0,「 MinMaxØ」 ≪ ❶ Savages 一 ❷ Ultimates 一 ❸ Mounts 一 ❹ BLU 一 ❺ POTD/HOH 一 ❻ Coaching≫  Discord → azrael#1010
RMT_C,0,"「  」™Eden's Promise, E9-E12s, Primals, Ultimates, All old content, Discord: songRIVER#1001"
RMT_C,0,"「」™️ Found it Cheaper? We will beat it! $elling EdenVerse, BLU, Ultimates, Primals, Discord: Valentine#5943"
RMT_C,0,"「」™Eden, E9-E12s, Primals, Ultimates, All old content, Best Teams, Best Prices!Discord: Valentine#5943"
RMT_C,0,"「」™Eden, E9s-E12s, Primals, Ultimates, BLU, All old content, Best Teams, Best Prices! Discord: Valentine#5943"
RMT_C,0,"「」™Eden's Promise, E9-E12s, Primals, Ultimates, All old content, Best Teams, Best Help!Discord: Valentine#5943"
RMT_C,0,"「」™Eden's Promise, E9-E12s, Primals, Ultimates, All old content, Best Teams, Best Help!Discord: Valentine#5943"
RMT_C,0,「」 Easy and fast help with  ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Mounts ❹ Blu ≫ Discord → ashlar#6021
RMT_C,0,「」 Guaranteed results! World #1 raiders! ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Mounts ≫ Discord → ashlar#6021
RMT_C,0,「」 Sales! E9S-E12S available! ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Mounts ❹ Blu ≫ Discord → ashlar#6021
RMT_C,0,"「」 all Ultimates,  all Savage raids,Blue, Primals and more!  AFK |  Info Discord: LunaC#3950. Fast and reliable."
RMT_C,0,"「」 all Ultimates, all Savage raids,Blue, Primals and more!  AFK |  Info Discord: LunaC#3950. Fast and reliable."
RMT_C,0,「 Shot」≪Savage 9-12-Ultimates-Mounts-Mentoring-BLU: ≫ Worlds #1 teams: Discord → Silvia#6918
RMT_C,0,「 Shot」≪Savage --Ultimates--Mounts: GER/ENG.≫ Satisfaction guaranteed: Discord → stella#2179
RMT_C,0,「 Shot」Selling  ≪Savage 9-12-Ultimates-Mounts-Mentoring-BLU: ≫ Worlds #1 teams: Discord → Silvia#6918
RMT_C,0,『|』》 Selling TEA|UCOB|UWU + 9 - 12 & More ! Best Price Guaranteed | Bundles Avail ! Discord: Pozzeno#2731
RMT_C,0,"【Arisun】selling【Eden 9-12 all loot】【530bis】,【TEA/UWU/UCOB】, ^^【Discord--Arisun#0214】"
RMT_C,0,"【Arisun】selling【Eden 9-12 all loot】【530bis】,【TEA/UWU/UCOB】, cheaper & fast【Discord--Arisun#0214】"
RMT_C,0,【SALES】EDENS PROMISE※ULTIMATES※BLU 【PRICE MATCH】【DISCORD】⇔ akise#8096
RMT_C,0,【SALES】EDENS PROMISE※ULTIMATES※BLU※TRIALS 【INSTANT DELIVERY POSSIBLE】 【PRICE MATCH】【DISCORD】⇔ Shah#8096
RMT_C,0,【Selling ー All the content. You want something? We got this!ーHQ teams and speed at your service!】Discord : Victoriam#4716
RMT_C,0,<Savage ※ Ultimates ※ BLU ※ Primals ※ Coaching> 一 Present#0148 ★★★★★
RMT_C,0,●  ＭＩＮ Ｍ ＡＸ Ø  SALES  ≪Eden  Savage E9-12S • Ucob/UwU/TEA • Primals≫  Guaranteed result fast delivery | Discord→ yu#7494
RMT_C,0,"●  ＭＩＮ Ｍ ＡＸ Ø | ❶ Loot & Mounts (New Savage, Ultimates etc.) ❷ Coaching & Logs | Instant delivery. Discord→ Enma#7777"
RMT_C,0,"●  ＭＩＮ Ｍ ＡＸ Ø | ❶ Loot & Mounts (New Savage, Ultimates etc.) ❷ Coaching & Logs | Instant delivery. Discord→ Enma#7777"
RMT_C,0,"●  ＭＩＮ Ｍ ＡＸ Ø | ❶ Loot & Mounts (New Savage, Ultimates etc.) ❷ Coaching & Logs | Instant delivery. Discord→ Enma#7777"
RMT_C,0,☀5.4 Pre-orders☀Savage☀Trials☀Ultimates☀BLU ｢ＤＩＳＣＯＲＤ｣⇒ Meliora#2500
RMT_C,0,♥ SELLING ♥  Eden's Promise (☆ i530/i535 ☆) - DR Savage - TEA/UwU/UCoB - Mounts and more |  Discord add me: gin#5147
RMT_C,0,♥ SELLING ♥  Eden's Promise (☆ i530/i535 ☆) - DR Savage - TEA/UwU/UCoB - Mounts and more |  Discord add me: gin#5147a
RMT_C,0,♥ SELLING ♥  Eden's Promise (☆ i530/i535 ☆) - TEA/UwU/UCoB - Mounts and more |  Discord add me: gin#5147
RMT_C,0,♥ SELLING ♥  Eden's Promise (☆ i530/i535 ☆) - TEA/UwU/UCoB - Mounts and more |  Discord add me: gin#5147
RMT_C,0,♥ SELLING ♥ Shiva Unreal / WoL XM - Eden Savage (☆ i500/i505 ☆) - TEA/UwU/UCoB - Old raids and + |  Discord add me: gin#5147
RMT_C,0,"AnyPvE,{Mount}{E9-12s}{TheNecromancer}{AstropeWhistle}{UWU}{UCOB}{TEA}welcome to consult-Discord：Bean curd#0049"
RMT_C,0,Fast and easy help with  ≪ ❶ Savage 一 ❷ Ultimates 一 ❸ Mounts ❹ Blu ≫ Discord → ashlar#6021
RMT_C,0,Gil Only Sale Team LF skilled DPS & Healers. Send inquiries to Seracene#4758 on Discord or go to rollraider.carrd.co
RMT_C,0,Loot-Seller〈Ultimate -> Savage -> Primals -> Etc〉Discord: khalid409#0354
RMT_C,0,Primal/Omega/E4S mounts Gil only at  https://rollraider.carrd.co/ or https://discord.gg/FfS5QnW
RMT_C,0,Selling    den E9-E12s    ltimates    lu    ounts & More!  Efficient & Fast Delivery.  Discord  》  Leen#7773
RMT_C,0,Selling UWU/Weapon's Refrain Clear/Mentor for Gil Only. DM TayTay#7337
RMT_C,0,   ™️ << Fastest&Cheapest  E9S-E12S  Ultimates  Mounts&Primals >> Discord: Aya#4373
RMT_C,0,「   TEA•UWU•UCOB =   $ 」→ Jealous#5404
RMT_C,0, elling » den Savage | Primals EX and Ultimates - ast & heapest clears  » Discord : Ryder#6563
RMT_C,0,  ＭＩＮ Ｍ ＡＸ Ø →  +  +  +  → Instant Delivery & Most Trusted. Discord → Enma#7777
RMT_C,0, WorthyLegendsØ 【2021 Discount for everyone】  ❶ 『EDEN 9S-12S！ALL LOOT』  一  Delivery Now. Discord → Dawn#4022
RMT_C,0, WorthyLegendsØ 【2021 Discount for everyone】  ❶ 『EDEN 9S-12S！ALL LOOT』  一  Delivery Now. Discord → Dawn#4022
RMT_C,0, 》E1S⇔E12S/Primals/Ultimates《  All drops are yours!  Discord: beepbeep#8281
RMT_C,0, 》E1S⇔E12S/Primals/Ultimates《  All drops are yours!  Discord: beepbeep#8281
RMT_G,10,----[4KGOLD.COM]----[Best Buy Gil Store]----[Cheapest Price]-----[4KGOLD.COM]---[Ultrafast Deliveryin 10 Mins]--[6OFF Code;LOVE]---359qe
RMT_G,10,"5GOLD.COM,Cheapest ffxiv gil online,Fastest Delivery Guaranteed[5% OFF Code;GOLD]ljgdz"
RMT_G,10,"5GOLD.COM,Cheapest ffxiv gil online,Fastest Delivery Guaranteed[5% OFF Code;GOLD]opjhf"
